danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,brightness,label,,
70,28,2,0,0,0,0,0,0,165.1780648,hong,,
29,40,13,12,0,6,0,0,0,164.885013,hong,,
1,19,37,43,0,0,0,0,0,165.6559519,hong,,
2,36,50,11,0,0,0,0,0,181.3715753,hong,,
0,0,36,54,0,9,0,0,0,120.7154237,hong,,
5,48,38,8,0,1,0,0,0,178.7376451,hong,,
12,28,46,12,0,2,0,0,0,131.2342719,hong,,
4,18,31,0,0,41,6,0,0,97.80722644,hong,,
0,7,76,17,0,0,0,0,0,123.569656,hong,,
3,4,44,48,0,0,2,0,0,198.386285,hong,,
29,27,20,21,0,3,0,0,0,146.6175557,hong,,
0,5,51,38,0,2,5,0,0,164.6673431,hong,,
0,7,65,28,0,0,0,0,0,174.573487,hong,,
40,34,22,3,0,0,0,0,0,166.2488244,hong,,
0,4,71,20,0,4,0,0,0,174.8459969,hong,,
1,5,26,53,1,15,0,0,0,109.4542519,hong,,
3,22,33,43,0,0,0,0,0,172.4583679,hong,,
69,29,2,0,0,0,0,0,0,154.7240116,hong,,
0,0,8,53,0,8,31,0,0,116.0874317,hong,,
0,15,54,20,0,4,6,0,0,131.9879482,hong,,
23,21,19,18,0,12,0,0,7,131.3060928,hong,,
33,43,18,0,0,5,0,0,1,127.1751444,hong,,
25,16,41,12,0,5,1,0,0,156.4155838,hong,,
1,1,37,38,3,2,18,0,0,161.5943138,hong,,
19,38,36,4,0,1,2,0,0,186.3672298,hong,,
1,11,76,12,0,0,0,0,0,173.9836833,hong,,
0,3,37,57,0,1,2,0,0,178.1391931,hong,,
3,52,43,2,0,0,0,0,0,190.224685,hong,,
17,47,30,5,0,0,1,0,0,178.0226044,hong,,
0,0,43,48,0,5,4,0,0,162.1236666,hong,,
0,0,22,69,0,9,0,0,0,143.6575185,hong,,
0,14,76,10,0,0,0,0,0,142.0806692,hong,,
0,21,44,15,0,1,18,0,0,122.587825,hong,,
22,41,24,12,0,1,0,0,0,155.0739449,hong,,
0,0,69,28,0,3,0,0,0,156.1831469,hong,,
0,0,16,44,1,2,37,0,0,116.8143388,hong,,
7,24,44,24,0,0,1,0,0,176.5575339,hong,,
7,37,41,10,0,5,0,0,0,120.9229987,hong,,
0,0,20,78,0,1,0,0,0,162.6172848,hong,,
0,2,69,29,0,0,1,0,0,192.1781683,hong,,
0,1,53,44,0,2,0,0,0,185.9607937,hong,,
0,0,0,73,0,2,25,0,0,122.1303413,hong,,
0,0,43,41,0,2,14,0,0,177.8330958,hong,,
0,0,7,63,0,2,28,0,0,119.5494151,hong,,
0,20,54,25,0,0,1,0,0,154.5135419,hong,,
0,0,39,52,0,6,2,0,0,164.8451184,hong,,
0,0,0,93,0,7,0,0,0,113.9883282,hong,,
8,14,49,27,0,1,0,0,0,172.8225145,hong,,
0,0,2,60,0,1,38,0,0,145.8393258,hong,,
40,28,22,7,0,2,0,0,0,159.0868842,hong,,
12,20,38,25,0,5,0,0,0,151.534166,hong,,
0,1,62,35,0,2,1,0,0,169.5383293,hong,,
0,6,58,31,0,5,0,0,0,162.6921762,hong,,
0,2,57,33,0,2,7,0,0,189.8858613,hong,,
0,0,18,63,0,3,17,0,0,137.0979294,hong,,
0,26,29,45,0,1,0,0,0,129.4298453,hong,,
24,34,28,2,0,12,0,0,0,144.1177052,hong,,
0,0,13,78,0,6,3,0,0,122.6491903,hong,,
5,52,34,2,0,8,0,0,0,164.8765346,hong,,
0,38,46,13,0,2,0,0,0,156.1433166,hong,,
10,26,27,36,0,0,0,0,0,131.3064139,hong,,
0,1,64,30,0,4,0,0,0,159.8079177,hong,,
5,9,15,69,1,0,1,0,0,167.425,hong,,
0,0,32,38,0,0,30,0,0,182.2680349,hong,,
8,22,28,24,0,7,0,3,8,105.950748,hong,,
0,20,40,33,0,0,7,0,0,125.0187719,hong,,
0,0,15,51,0,10,24,0,0,156.1742882,hong,,
8,30,27,34,0,0,0,0,0,132.8261869,hong,,
29,36,28,4,0,3,0,0,0,147.7305582,hong,,
68,25,3,0,0,3,0,0,0,130.0970777,hong,,
2,29,42,10,0,17,0,0,0,102.942456,hong,,
0,0,56,42,0,1,1,0,0,174.4933576,hong,,
9,29,41,15,0,6,0,0,0,134.4523596,hong,,
13,27,27,22,0,9,0,0,1,131.0409718,hong,,
1,39,39,16,0,5,0,0,0,105.6771314,hong,,
1,19,37,38,0,6,0,0,0,159.889116,hong,,
0,0,3,89,0,5,3,0,0,103.0938452,hong,,
0,0,43,49,0,3,5,0,0,139.2114388,hong,,
0,20,51,23,0,2,4,0,0,172.2469186,hong,,
12,25,26,6,0,31,0,0,0,125.2909983,hong,,
3,18,47,25,0,2,5,0,0,147.4404734,hong,,
0,0,22,73,0,5,0,0,0,155.8415317,hong,,
0,0,6,34,0,1,59,0,0,153.9333279,hong,,
19,43,30,7,0,0,1,0,0,155.7498469,hong,,
1,22,56,10,0,1,10,0,0,181.8046719,hong,,
21,47,30,1,0,0,0,0,0,172.4033271,hong,,
0,0,13,50,0,0,37,0,0,112.6856658,hong,,
0,0,54,41,0,4,0,0,0,137.8576387,hong,,
5,32,36,18,0,8,0,0,0,166.1489386,hong,,
1,24,57,16,0,2,0,0,0,135.4102069,hong,,
40,34,17,4,0,2,0,0,3,118.3899438,hong,,
0,1,21,72,0,1,5,0,0,154.3537274,hong,,
19,16,24,35,0,3,0,0,3,178.1435063,hong,,
0,8,56,35,0,2,0,0,0,154.0229003,hong,,
1,25,35,25,0,13,1,0,0,126.096373,hong,,
0,1,23,57,8,0,11,0,0,153.2215373,hong,,
0,19,41,38,0,1,0,0,0,143.5126389,hong,,
28,31,17,6,0,17,0,0,0,115.8554713,hong,,
7,18,30,38,0,7,0,0,0,138.7616934,hong,,
7,42,36,12,0,3,0,0,0,160.140625,hong,,
0,14,49,34,0,0,4,0,0,177.1050539,hong,,
0,4,54,33,0,6,3,0,0,169.7919225,hong,,
29,35,20,9,0,6,0,0,0,153.4203527,hong,,
38,25,19,10,0,8,0,0,0,206.9612812,hong,,
8,8,12,30,0,22,19,0,0,118.0892966,hong,,
3,26,38,27,0,0,7,0,0,160.7913383,hong,,
47,42,11,0,0,0,0,0,0,119.6760006,hong,,
28,41,26,4,0,1,0,0,0,163.2324973,hong,,
0,3,30,62,1,4,0,0,0,127.9996366,hong,,
23,26,22,18,1,7,0,0,3,134.1796245,hong,,
0,0,8,5,0,0,87,0,0,89.03542323,hong,,
8,19,33,20,0,3,16,0,0,97.59886719,hong,,
1,21,35,30,0,3,10,0,0,110.228612,hong,,
24,25,30,20,0,0,0,0,0,157.8616468,hong,,
12,28,21,31,0,9,0,0,0,93.24261579,hong,,
29,45,19,6,0,1,0,0,0,169.2279622,hong,,
8,30,34,23,0,6,0,0,0,136.4700882,hong,,
20,13,12,16,0,28,12,0,0,109.6785555,hong,,
12,30,30,16,0,1,11,0,0,109.3291026,hong,,
3,12,24,31,0,14,16,0,0,98.57831354,hong,,
18,13,14,4,0,50,1,0,0,93.62479434,hong,,
32,15,10,5,0,39,0,0,0,106.1432744,hong,,
2,37,27,17,0,11,5,0,0,97.14434005,hong,,
4,16,9,11,0,52,7,0,0,72.09625185,hong,,
0,0,7,34,2,19,37,0,0,121.4960636,hong,,
0,17,19,38,0,26,1,0,0,100.3231562,hong,,
1,13,49,34,0,1,1,0,0,133.8289408,hong,,
1,14,27,55,0,3,0,0,0,130.0726693,hong,,
24,32,27,15,0,1,0,0,0,131.5868722,hong,,
0,14,32,50,0,5,0,0,0,126.0425873,hong,,
1,34,27,17,0,8,13,0,0,107.8714299,hong,,
40,36,21,1,0,2,0,0,0,146.2056295,hong,,
0,6,34,44,0,6,9,0,0,98.99523406,hong,,
49,31,15,2,0,3,0,0,0,152.4266084,hong,,
4,20,32,37,0,5,3,0,0,107.5733106,hong,,
11,27,45,6,0,8,4,0,0,101.6134888,hong,,
0,18,29,45,0,5,3,0,0,94.55219559,hong,,
1,4,30,60,0,2,4,0,0,105.9730052,hong,,
17,20,32,19,0,11,0,0,0,116.8391014,hong,,
0,4,26,43,0,1,26,0,0,123.9051676,hong,,
0,0,0,1,2,0,97,0,0,92.51749102,hong,,
39,27,21,9,0,4,0,0,0,112.7581342,hong,,
21,33,38,3,0,5,0,0,0,93.76183306,hong,,
0,12,30,34,0,11,13,0,0,90.32006864,hong,,
7,17,36,30,0,10,0,0,0,151.8734058,hong,,
0,13,26,24,0,6,31,0,0,112.1092727,hong,,
12,37,32,11,0,6,2,0,0,111.4311683,hong,,
43,30,18,4,0,5,0,0,0,110.3898498,hong,,
52,32,12,1,0,3,0,0,0,116.0041065,hong,,
0,6,39,34,0,6,15,0,0,86.59227112,hong,,
12,29,12,18,0,25,3,0,0,91.66455068,hong,,
32,17,13,2,0,36,0,0,0,95.97342283,hong,,
0,2,22,53,0,22,1,0,0,76.39395181,hong,,
2,20,14,2,0,54,8,0,0,76.52412342,hong,,
7,39,33,16,0,1,5,0,0,131.5393793,hong,,
16,34,33,14,0,0,3,0,0,112.1787201,hong,,
0,2,21,11,0,1,66,0,0,94.5717811,hong,,
0,0,0,24,0,0,76,0,0,106.9917523,hong,,
2,33,27,28,0,9,1,0,0,95.65995007,hong,,
0,21,29,30,0,5,15,0,0,128.8154717,hong,,
12,43,42,3,0,0,0,0,0,166.8923549,hong,,
20,39,29,8,0,4,0,0,0,139.3834988,hong,,
3,9,34,24,0,2,27,0,0,122.8774668,hong,,
24,25,27,12,0,1,12,0,0,145.0591692,hong,,
9,10,13,22,0,2,43,0,0,98.64726604,hong,,
1,24,30,42,0,3,0,0,0,135.7506306,hong,,
0,13,23,35,0,24,4,0,0,158.1907604,hong,,
15,19,21,39,1,0,0,1,5,146.6403442,hong,,
0,2,19,14,0,42,23,0,0,96.89938265,hong,,
2,16,32,26,0,3,21,0,0,124.3595023,hong,,
0,0,2,30,0,0,67,0,0,109.7186697,hong,,
1,9,23,33,0,1,34,0,0,104.0780412,hong,,
57,28,13,0,0,3,0,0,0,152.3898361,hong,,
6,29,53,9,0,2,1,0,0,161.0017754,hong,,
0,0,22,34,0,0,43,0,0,165.8777553,hong,,
11,23,39,24,0,3,0,0,0,151.5956758,hong,,
0,0,1,92,0,1,5,0,0,140.7136483,hong,,
0,2,41,52,0,5,0,0,0,146.3902015,hong,,
0,0,47,44,8,1,0,0,0,171.1689758,hong,,
0,0,27,62,0,0,11,0,0,164.4090345,hong,,
0,1,6,80,10,3,0,0,0,119.2703023,hong,,
32,23,15,30,0,0,0,0,0,167.9284527,hong,,
0,2,22,70,3,3,0,0,0,125.7538213,hong,,
12,42,20,11,0,4,0,0,10,159.3459614,hong,,
10,24,36,27,0,3,1,0,0,137.1080396,hong,,
4,53,42,0,0,1,0,0,0,171.6644414,hong,,
25,23,20,7,0,0,0,0,25,189.3671121,hong,,
0,17,26,45,1,10,0,0,0,116.9451507,hong,,
2,60,30,1,0,6,0,0,0,131.3840096,hong,,
11,13,12,36,3,26,0,0,0,137.0607982,hong,,
0,0,3,97,0,0,0,0,0,131.5503754,hong,,
38,12,17,32,0,0,0,0,0,123.2400917,hong,,
7,57,20,1,0,1,0,4,11,149.0575786,hong,,
5,18,26,14,1,35,1,0,0,96.07993928,hong,,
0,2,37,60,0,0,0,0,0,159.3082325,hong,,
1,5,12,34,0,18,30,0,0,96.35950885,hong,,
8,16,28,21,0,1,0,12,14,127.1994514,hong,,
0,0,21,53,0,0,26,0,0,191.4250572,hong,,
50,31,15,2,0,2,0,0,0,131.5949389,hong,,
0,4,29,63,0,3,0,0,0,132.4003813,hong,,
0,0,22,45,0,0,32,0,0,152.4474963,hong,,
10,20,39,19,0,8,3,0,0,144.430559,hong,,
21,17,51,11,0,2,0,0,0,171.4996992,hong,,
14,29,33,23,0,1,0,0,0,120.4523664,hong,,
0,6,65,27,0,2,0,0,0,143.6489117,hong,,
0,0,42,48,1,0,9,0,0,167.0276923,hong,,
0,7,44,40,0,9,1,0,0,99.10168818,hong,,
0,0,26,68,0,0,5,0,0,172.527262,hong,,
19,32,25,19,1,3,0,0,0,133.8171503,hong,,
0,7,42,47,0,3,0,0,0,146.4736124,hong,,
0,0,0,72,5,4,18,0,0,95.38983648,hong,,
0,2,46,51,0,0,0,0,0,191.208849,hong,,
0,3,34,49,0,4,10,0,0,147.3354913,hong,,
15,27,16,15,0,27,0,0,0,114.3441308,hong,,
9,19,23,45,0,2,0,0,1,121.8768465,hong,,
2,13,29,40,0,15,0,0,0,131.1514755,hong,,
0,1,39,58,0,2,0,0,0,119.3420023,hong,,
0,0,31,60,9,0,0,0,0,159.0038714,hong,,
4,7,37,47,0,2,2,0,0,203.6307657,hong,,
22,38,24,8,0,1,0,0,7,134.4587682,hong,,
7,13,25,47,0,7,1,0,0,105.171546,hong,,
30,31,32,6,0,1,0,0,0,162.1371468,hong,,
22,27,35,10,0,6,0,0,0,157.8769232,hong,,
0,0,14,10,0,2,73,0,0,127.4206257,hong,,
0,0,32,67,0,1,0,0,0,120.0261563,hong,,
0,0,29,46,0,5,20,0,0,121.6134554,hong,,
4,35,31,28,1,0,0,0,0,145.6386932,hong,,
4,11,18,57,3,6,0,0,0,112.7064093,hong,,
0,4,29,63,1,4,0,0,0,128.5898218,hong,,
0,0,2,66,25,7,0,0,0,132.1863987,hong,,
0,0,0,28,0,0,71,0,0,132.8816355,hong,,
0,15,50,19,0,7,9,0,0,156.2317591,hong,,
0,1,35,53,0,5,6,0,0,149.1745599,hong,,
0,5,28,47,0,1,19,0,0,161.9802786,hong,,
0,0,34,49,2,2,13,0,0,153.7437015,hong,,
0,5,47,48,0,0,0,0,0,176.5108556,hong,,
39,17,7,2,0,34,0,0,0,110.8789756,hong,,
1,16,33,50,0,0,1,0,0,129.420049,hong,,
8,21,18,38,4,11,0,0,0,116.6449752,hong,,
3,9,18,67,1,0,0,0,0,137.6229508,hong,,
42,32,7,0,0,3,0,0,16,151.0088912,hong,,
0,0,29,68,1,0,2,0,0,181.5550614,hong,,
0,0,1,83,3,2,11,0,0,121.3723023,hong,,
17,24,33,21,0,5,0,0,0,127.0613014,hong,,
0,2,27,63,0,7,0,0,0,111.2754647,hong,,
1,27,31,39,0,0,2,0,0,128.6565182,hong,,
0,1,24,60,0,0,16,0,0,116.0615494,hong,,
18,15,36,25,0,3,3,0,0,130.7994684,hong,,
3,14,33,44,0,6,0,0,0,126.010664,hong,,
19,23,30,27,0,0,0,0,0,156.9252837,hong,,
42,19,18,6,0,15,0,0,0,132.5839563,hong,,
59,11,0,0,0,4,0,0,26,101.5693443,hong,,
4,29,30,34,1,1,2,0,0,172.8694923,hong,,
0,16,35,48,0,0,0,0,0,137.6632192,hong,,
0,1,29,60,0,0,9,0,0,177.3863347,hong,,
0,1,35,61,1,0,2,0,0,168.9024607,hong,,
37,29,17,5,0,12,0,0,0,117.7946016,hong,,
0,0,12,48,1,2,37,0,0,133.7011252,hong,,
0,0,4,45,1,1,48,0,0,105.2332218,hong,,
0,7,40,53,0,0,0,0,0,156.409765,hong,,
3,64,26,7,0,0,0,0,0,149.2412041,hong,,
0,1,14,66,0,7,11,0,0,108.6158117,hong,,
0,5,49,11,0,2,34,0,0,126.253125,hong,,
0,1,11,72,17,0,0,0,0,172.2853816,hong,,
0,0,13,84,2,0,0,0,0,170.2388354,hong,,
0,0,0,98,0,2,0,0,0,135.2355196,hong,,
4,35,51,7,0,3,1,0,0,146.3271625,hong,,
0,0,0,96,0,1,2,0,0,114.5342182,hong,,
1,11,26,51,0,11,0,0,0,104.0685055,hong,,
28,34,21,11,0,5,0,0,0,122.7599241,hong,,
24,37,30,3,0,6,0,0,0,151.2065339,hong,,
4,34,48,7,0,6,0,0,0,137.9075215,hong,,
20,13,30,16,0,16,0,0,6,136.729274,hong,,
0,11,52,23,0,2,12,0,0,173.1571387,hong,,
0,6,55,33,0,5,0,0,0,164.9723634,hong,,
0,26,26,1,0,0,0,37,10,164.0965815,hong,,
22,41,22,8,0,6,0,0,0,117.7503912,hong,,
4,23,30,38,0,4,0,0,0,121.1874335,hong,,
0,1,17,59,1,3,19,0,0,101.0379821,hong,,
8,40,33,12,0,6,0,0,0,124.631424,hong,,
13,32,24,29,0,1,0,0,0,151.6386975,hong,,
8,33,17,34,0,1,0,1,6,119.5896892,hong,,
0,0,8,91,0,0,0,0,0,140.0044176,hong,,
5,29,28,36,0,3,0,0,0,135.1675059,hong,,
1,16,59,23,0,1,0,0,0,170.3668298,hong,,
0,0,9,59,0,0,32,0,0,130.1761795,hong,,
0,0,1,73,15,0,11,0,0,140.1300869,hong,,
7,35,24,23,0,10,0,0,0,125.883527,hong,,
0,0,8,88,2,1,1,0,0,168.3396695,hong,,
9,34,34,11,0,12,0,0,0,112.7894276,hong,,
11,17,18,51,1,2,0,0,0,129.130658,hong,,
0,12,29,57,0,2,0,0,0,139.2377935,hong,,
1,13,17,35,0,22,12,0,0,85.55531612,hong,,
7,36,23,26,0,7,1,0,0,129.9840218,hong,,
0,0,3,48,1,5,42,0,0,101.0241794,hong,,
0,0,56,43,1,0,0,0,0,196.968182,hong,,
21,26,18,27,0,5,0,0,3,125.1337063,hong,,
46,37,11,1,0,2,0,0,3,162.0027417,hong,,
21,24,39,9,0,7,0,0,0,124.1069801,hong,,
35,19,13,20,3,9,0,0,1,128.5134253,hong,,
0,5,40,53,0,0,2,0,0,163.8785048,hong,,
51,19,13,1,0,15,0,0,1,109.9040115,hong,,
0,0,41,44,0,1,14,0,0,117.7514866,hong,,
20,53,27,0,0,0,0,0,0,190.2315861,hong,,
19,40,21,20,0,0,0,0,0,165.1983077,hong,,
14,66,20,0,0,0,0,0,0,136.5865256,hong,,
0,0,17,73,1,0,9,0,0,136.2360269,hong,,
2,14,52,31,0,1,0,0,0,181.8025329,hong,,
0,0,17,71,7,4,0,0,0,123.8309857,hong,,
0,12,31,48,0,9,0,0,0,117.4979337,hong,,
0,0,8,30,3,19,40,0,0,96.6936769,hong,,
1,6,31,61,0,0,1,0,0,128.6362941,hong,,
0,2,9,44,4,2,39,0,0,105.0072609,hong,,
1,12,32,54,0,2,0,0,0,145.8847402,hong,,
13,40,38,7,0,2,0,0,0,160.5624367,hong,,
0,0,20,79,0,0,0,0,0,172.8117072,hong,,
1,6,26,48,1,13,5,0,0,115.4067922,hong,,
4,8,29,26,0,33,0,0,0,112.2077496,hong,,
0,1,32,53,0,7,7,0,0,141.8172335,hong,,
0,1,9,84,0,6,0,0,0,122.4381222,hong,,
0,0,30,68,0,2,0,0,0,159.2704169,hong,,
42,21,14,18,0,0,0,0,4,128.1925164,hong,,
2,5,25,40,0,28,0,0,0,79.89056505,hong,,
0,1,19,64,0,5,11,0,0,154.9679863,hong,,
4,3,12,74,0,6,1,0,0,125.0123098,hong,,
0,16,47,37,0,0,0,0,0,160.6765941,hong,,
0,1,8,44,4,3,40,0,0,103.0798004,hong,,
19,37,20,24,0,0,0,0,0,147.5686063,hong,,
0,3,20,57,11,9,0,0,0,112.4374518,hong,,
11,9,7,34,4,1,34,0,0,107.333969,hong,,
7,35,31,24,0,3,0,0,0,131.2305914,hong,,
33,27,20,20,0,0,0,0,0,127.2847762,hong,,
0,3,18,39,5,0,34,0,0,141.690477,hong,,
0,2,21,43,0,34,1,0,0,89.33052956,hong,,
0,14,47,32,0,6,0,0,0,162.6959912,hong,,
0,0,34,56,0,1,9,0,0,143.1651595,hong,,
0,0,0,68,1,5,27,0,0,127.5309659,hong,,
21,19,27,18,0,11,0,0,4,107.432828,hong,,
0,3,32,63,0,2,0,0,0,143.8341103,hong,,
2,30,37,15,0,11,6,0,0,136.5751107,hong,,
0,0,30,43,0,4,23,0,0,96.55058342,hong,,
0,1,23,72,0,0,3,0,0,159.3894363,hong,,
0,1,33,61,0,3,3,0,0,149.2611618,hong,,
0,0,28,70,0,1,0,0,0,150.2486177,hong,,
0,3,45,49,1,2,0,0,0,140.8788387,hong,,
40,14,31,15,0,0,0,0,0,180.9290935,hong,,
0,39,27,29,0,0,5,0,0,146.4931345,hong,,
0,0,4,1,0,3,92,0,0,87.1622509,hong,,
10,35,27,23,0,1,0,0,3,116.1508205,hong,,
0,1,81,18,0,0,0,0,0,207.4208185,hong,,
27,49,23,0,0,1,0,0,0,156.4595618,hong,,
0,0,36,61,0,3,0,0,0,180.3498131,hong,,
9,11,19,51,0,10,0,0,0,94.6264773,hong,,
0,0,17,51,0,0,32,0,0,147.8867869,hong,,
26,33,33,3,0,5,0,0,0,126.9345802,hong,,
0,8,25,58,2,0,7,0,0,148.261869,hong,,
0,0,23,74,0,2,0,0,0,134.0012099,hong,,
0,12,21,38,0,3,26,0,0,127.8584337,hong,,
1,38,22,33,0,6,0,0,0,99.10588997,hong,,
0,6,54,29,0,11,0,0,0,101.3824686,hong,,
17,34,18,5,0,19,6,0,0,106.9033363,hong,,
3,9,39,45,0,4,0,0,0,118.4904624,hong,,
3,25,45,20,0,3,2,0,0,121.4223801,hong,,
0,10,24,47,0,17,0,0,0,141.1999169,hong,,
0,19,38,40,0,3,0,0,0,136.7285397,hong,,
7,49,30,12,0,1,0,0,0,123.5837872,hong,,
0,0,23,76,1,0,1,0,0,154.3534743,hong,,
0,23,53,23,0,0,0,0,0,161.0455701,hong,,
0,7,42,44,0,7,0,0,0,138.0240913,hong,,
8,24,32,24,0,12,0,0,0,100.7489944,hong,,
10,20,34,35,0,0,0,0,0,151.8688938,hong,,
22,28,26,20,0,5,0,0,0,111.7377659,hong,,
3,14,18,32,0,26,7,0,0,97.73489422,hong,,
0,1,20,74,4,0,1,0,0,144.4696144,hong,,
0,0,5,83,11,1,0,0,0,171.4694759,hong,,
0,10,33,55,0,2,0,0,0,124.8891676,hong,,
1,22,27,45,0,5,0,0,0,124.8758847,hong,,
0,1,33,63,0,1,2,0,0,139.6448804,hong,,
0,0,2,56,2,5,34,0,0,91.10212172,hong,,
0,4,8,25,0,63,0,0,0,60.84945279,hong,,
22,19,22,27,0,4,0,0,6,123.6981007,hong,,
2,28,38,15,0,17,0,0,0,101.084568,hong,,
0,18,38,35,0,9,0,0,0,121.7491332,hong,,
19,47,7,0,0,28,0,0,0,132.4566418,hong,,
0,12,16,47,0,10,14,0,0,119.6425767,hong,,
0,0,40,58,0,0,2,0,0,179.1218683,hong,,
32,44,9,1,0,1,0,0,12,171.0790871,hong,,
0,0,14,86,0,0,0,0,0,140.3663987,hong,,
16,8,6,12,0,57,0,0,0,90.01426091,hong,,
55,30,14,1,0,0,0,0,0,149.2394616,hong,,
14,31,27,25,0,2,1,0,0,131.0474379,hong,,
0,3,24,61,2,9,0,0,0,100.9301025,hong,,
0,7,36,52,0,4,1,0,0,117.9578296,hong,,
0,1,47,52,0,0,1,0,0,175.8815052,hong,,
0,0,14,75,6,6,0,0,0,148.6823418,hong,,
0,0,9,84,0,6,0,0,0,137.9665399,hong,,
0,0,14,56,0,3,27,0,0,121.5728563,hong,,
1,12,28,27,0,0,31,0,0,140.2006787,hong,,
2,16,16,15,0,41,11,0,0,92.30031597,hong,,
14,22,25,27,3,8,1,0,0,102.9809991,hong,,
17,41,27,11,0,4,0,0,0,144.6266557,hong,,
6,28,25,38,0,0,1,0,1,154.0625311,hong,,
1,9,49,38,0,3,0,0,0,131.2464645,hong,,
27,32,33,3,0,5,0,0,0,148.8774602,hong,,
0,0,2,39,1,16,42,0,0,68.76435252,hong,,
0,5,36,58,1,0,0,0,0,166.9143877,hong,,
2,11,14,67,1,6,0,0,0,118.0224416,hong,,
1,10,28,36,0,24,1,0,0,105.2045175,hong,,
0,46,41,4,0,8,0,0,0,109.464893,hong,,
1,39,45,7,0,8,0,0,0,144.2583358,hong,,
0,16,53,29,0,2,0,0,0,184.0476888,hong,,
0,12,49,35,0,3,1,0,0,114.3996395,hong,,
18,17,22,28,1,15,0,0,0,135.8975172,hong,,
0,0,5,55,0,20,20,0,0,109.7950164,hong,,
1,4,33,59,1,0,2,0,0,188.5799967,hong,,
11,24,40,21,0,1,3,0,0,178.1338818,hong,,
0,1,8,1,0,15,74,0,0,63.40533537,hong,,
0,1,32,65,0,2,0,0,0,161.1258671,hong,,
49,27,11,10,0,3,0,0,0,124.919692,hong,,
0,3,13,63,0,20,0,0,0,86.66744139,hong,,
3,22,44,24,0,7,0,0,0,119.0395162,hong,,
0,0,16,77,0,2,4,0,0,125.9155704,hong,,
6,26,26,40,0,0,1,0,1,153.5307746,hong,,
1,27,52,13,0,6,0,0,0,102.6090987,hong,,
2,24,39,30,0,5,1,0,0,126.2689052,hong,,
2,23,42,27,0,5,0,0,0,121.0144098,hong,,
0,0,10,66,0,4,21,0,0,148.0842437,hong,,
0,0,0,24,1,0,75,0,0,136.0633965,hong,,
18,24,44,11,0,3,0,0,0,142.0406055,hong,,
0,0,29,48,0,15,7,0,0,155.351794,hong,,
11,32,37,18,0,2,0,0,0,146.632259,hong,,
0,2,13,28,0,1,55,0,0,116.0911619,hong,,
6,21,30,31,0,9,2,0,0,123.898982,hong,,
46,38,14,1,0,0,0,0,0,161.296904,hong,,
14,21,16,44,0,0,0,0,5,174.6050032,hong,,
3,15,41,34,0,6,1,0,0,159.4538683,hong,,
3,24,49,15,0,8,0,0,0,182.6837632,hong,,
1,9,44,37,0,10,0,0,0,92.30547045,hong,,
2,21,15,32,0,16,15,0,0,96.93329918,hong,,
18,37,27,15,0,2,0,0,0,177.6525776,hong,,
1,6,56,32,0,6,0,0,0,129.9976339,hong,,
0,11,44,40,0,4,1,0,0,141.3480339,hong,,
0,2,21,64,0,10,4,0,0,97.12639848,hong,,
0,1,45,49,0,3,2,0,0,166.179604,hong,,
0,1,44,31,0,3,21,0,0,149.2593273,hong,,
5,28,42,16,0,8,0,0,0,153.9241158,hong,,
28,31,24,12,0,5,0,0,0,143.7949846,hong,,
0,3,25,63,0,7,2,0,0,114.0044575,hong,,
0,29,22,44,0,4,0,0,0,134.7637204,hong,,
0,0,36,37,0,25,2,0,0,108.2759899,hong,,
0,21,46,30,0,2,0,0,0,140.6272919,hong,,
2,27,22,30,0,19,0,0,0,100.5670733,hong,,
29,42,14,16,0,0,0,0,0,148.9010366,hong,,
0,1,10,75,14,0,0,0,0,173.4355152,hong,,
41,28,23,8,0,0,0,0,0,153.2059976,hong,,
0,0,1,48,0,4,47,0,0,101.6700678,hong,,
1,11,87,1,0,0,0,0,0,183.9473039,hong,,
8,15,8,6,0,62,1,0,0,73.14336823,hong,,
0,0,45,51,4,1,0,0,0,153.6144049,hong,,
29,27,32,8,0,4,0,0,0,172.6688548,hong,,
0,23,56,16,0,4,0,0,0,138.7205194,hong,,
0,14,22,45,0,18,1,0,0,97.25652675,hong,,
0,2,57,22,0,14,6,0,0,99.85567235,hong,,
0,9,69,17,0,5,0,0,0,121.0199853,hong,,
0,8,57,35,0,0,0,0,0,167.941467,hong,,
36,49,2,0,0,13,0,0,0,116.8463445,hong,,
0,1,10,81,3,4,2,0,0,100.5061518,hong,,
16,26,20,36,0,3,0,0,0,130.7595504,hong,,
2,8,44,46,0,0,0,0,0,191.0151108,hong,,
23,33,18,20,0,6,0,0,0,132.8773902,hong,,
0,0,12,27,2,8,50,0,0,113.3249206,hong,,
30,51,15,0,0,5,0,0,0,131.2850079,hong,,
27,30,34,7,0,2,0,0,0,177.2715667,hong,,
10,33,31,23,0,2,0,0,0,155.4867237,hong,,
0,8,15,61,0,3,12,0,0,123.9416668,hong,,
0,2,6,84,1,6,2,0,0,112.610646,hong,,
1,7,78,14,0,0,0,0,0,195.0328281,hong,,
1,21,43,16,0,15,3,0,0,144.3165261,hong,,
10,47,31,0,0,11,0,0,0,134.719485,hong,,
0,0,29,63,0,6,2,0,0,110.503049,hong,,
0,1,50,47,0,2,0,0,0,134.6299917,hong,,
4,39,24,31,0,1,0,0,0,145.2365881,hong,,
